Country or Area,Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value,Value Footnotes
Japan,2010,Total,Both Sexes,Kakamigahara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,145604,120
Japan,2010,Total,Both Sexes,Kakegawa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,116363,120
Japan,2010,Total,Both Sexes,Kakogawa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,266937,120
Japan,2010,Total,Both Sexes,Kamagaya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,107853,120
Japan,2010,Total,Both Sexes,Kamakura,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,174314,120
Japan,2010,Total,Both Sexes,Kanazawa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,462361,120
Japan,2010,Total,Both Sexes,Kanoya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,105070,120
Japan,2010,Total,Both Sexes,Kanuma,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,102348,120
Japan,2010,Total,Both Sexes,Karatsu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,126926,120
Japan,2010,Total,Both Sexes,Kariya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,145781,120
Japan,2010,Total,Both Sexes,Kashihara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,125605,120
Japan,2010,Total,Both Sexes,Kashiwa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,404012,120
Japan,2010,Total,Both Sexes,Kasuga,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,106780,120
Japan,2010,Total,Both Sexes,Kasugai,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,305569,120
Japan,2010,Total,Both Sexes,Kasukabe,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,237171,120
Japan,2010,Total,Both Sexes,Kawachinagano,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,112490,120
Japan,2010,Total,Both Sexes,Kawagoe,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,342670,120
Japan,2010,Total,Both Sexes,Kawaguchi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,500598,120
Japan,2010,Total,Both Sexes,Kawanishi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,156423,120
Japan,2010,Total,Both Sexes,Kawasaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,1425512,120
Japan,2010,Total,Both Sexes,Kazo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,115002,120
Japan,2010,Total,Both Sexes,Kirishima,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,127487,120
Japan,2010,Total,Both Sexes,Kiryu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,121704,120
Japan,2010,Total,Both Sexes,Kisarazu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,129312,120
Japan,2010,Total,Both Sexes,Kishiwada,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,199234,120
Japan,2010,Total,Both Sexes,Kitakyushu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,976846,120
Japan,2010,Total,Both Sexes,Kitami,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,125689,120
Japan,2010,Total,Both Sexes,Kobe,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,1544200,120
Japan,2010,Total,Both Sexes,Kochi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,343393,120
Japan,2010,Total,Both Sexes,Kodaira,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,187035,120
Japan,2010,Total,Both Sexes,Kofu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,198992,120
Japan,2010,Total,Both Sexes,Koga,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,142995,120
Japan,2010,Total,Both Sexes,Koganei,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,118852,120
Japan,2010,Total,Both Sexes,Kokubunji,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,120650,120
Japan,2010,Total,Both Sexes,Komaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,147132,120
Japan,2010,Total,Both Sexes,Komatsu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,108433,120
Japan,2010,Total,Both Sexes,Konosu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,119639,120
Japan,2010,Total,Both Sexes,Koriyama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,338712,120
Japan,2010,Total,Both Sexes,Koshigaya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,326313,120
Japan,2010,Total,Both Sexes,Kuki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,154310,120
Japan,2010,Total,Both Sexes,Kumagaya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,203180,120
Japan,2010,Total,Both Sexes,Kumamoto,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,734474,120
Japan,2010,Total,Both Sexes,Kurashiki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,475513,120
Japan,2010,Total,Both Sexes,Kure,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,239973,120
Japan,2010,Total,Both Sexes,Kurume,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,302402,120
Japan,2010,Total,Both Sexes,Kusatsu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,130874,120
Japan,2010,Total,Both Sexes,Kushiro,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,181169,120
Japan,2010,Total,Both Sexes,Kuwana,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,140290,120
Japan,2010,Total,Both Sexes,Kyoto,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,1474015,120
Japan,2010,Total,Both Sexes,Machida,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,426987,120
Japan,2010,Total,Both Sexes,Maebashi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,340291,120
Japan,2010,Total,Both Sexes,Marugame,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,110473,120
Japan,2010,Total,Both Sexes,Matsubara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,124594,120
Japan,2010,Total,Both Sexes,Matsudo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,484457,120
Japan,2010,Total,Both Sexes,Matsue,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,194258,120
Japan,2010,Total,Both Sexes,Matsumoto,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,243037,120
Japan,2010,Total,Both Sexes,Matsusaka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,168017,120
Japan,2010,Total,Both Sexes,Matsuyama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,517231,120
Japan,2010,Total,Both Sexes,Mihara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,100509,120
Japan,2010,Total,Both Sexes,Minoh,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,129895,120
Japan,2010,Total,Both Sexes,Misato,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,131415,120
Japan,2010,Total,Both Sexes,Mishima,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,111838,120
Japan,2010,Total,Both Sexes,Mitaka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,186083,120
Japan,2010,Total,Both Sexes,Mito,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,268750,120
Japan,2010,Total,Both Sexes,Miyakonojo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,169602,120
Japan,2010,Total,Both Sexes,Miyazaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,400583,120
Japan,2010,Total,Both Sexes,Moriguchi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,146697,120
Japan,2010,Total,Both Sexes,Morioka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,298348,120
Japan,2010,Total,Both Sexes,Musashino,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,138734,120
Japan,2010,Total,Both Sexes,Nagahama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,124131,120
Japan,2010,Total,Both Sexes,Nagano,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,381511,120
Japan,2010,Total,Both Sexes,Nagaoka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,282674,120
Japan,2010,Total,Both Sexes,Nagareyama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,163984,120
Japan,2010,Total,Both Sexes,Nagasaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,443766,120
Japan,2010,Total,Both Sexes,Nagoya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,2263894,120
Japan,2010,Total,Both Sexes,Naha,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,315954,120
Japan,2010,Total,Both Sexes,Nara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,366591,120
Japan,2010,Total,Both Sexes,Narashino,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,164530,120
Japan,2010,Total,Both Sexes,Narita,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,128933,120
Japan,2010,Total,Both Sexes,Nasushiobara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,117812,120
Japan,2010,Total,Both Sexes,Neyagawa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,238204,120
Japan,2010,Total,Both Sexes,Niigata,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,811901,120
Japan,2010,Total,Both Sexes,Niihama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,121735,120
Japan,2010,Total,Both Sexes,Niiza,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,158777,120
Japan,2010,Total,Both Sexes,Nishinomiya,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,482640,120
Japan,2010,Total,Both Sexes,Nishio,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,106823,120
Japan,2010,Total,Both Sexes,Nishitokyo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,196511,120
Japan,2010,Total,Both Sexes,Nobeoka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,131182,120
Japan,2010,Total,Both Sexes,Noda,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,155491,120
Japan,2010,Total,Both Sexes,Numazu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,202304,120
Japan,2010,Total,Both Sexes,Obihiro,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,168057,120
Japan,2010,Total,Both Sexes,Odawara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,198327,120
Japan,2010,Total,Both Sexes,Ogaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,161160,120
Japan,2010,Total,Both Sexes,Oita,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,474094,120
Japan,2010,Total,Both Sexes,Okayama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,709584,120
Japan,2010,Total,Both Sexes,Okazaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,372357,120
Japan,2010,Total,Both Sexes,Okinawa,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,130249,120
Japan,2010,Total,Both Sexes,Ome,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,139339,120
Japan,2010,Total,Both Sexes,Omuta,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,123638,120
Japan,2010,Total,Both Sexes,Onomichi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,145202,120
Japan,2010,Total,Both Sexes,Osaka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,2665314,120
Japan,2010,Total,Both Sexes,Osaki,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,135147,120
Japan,2010,Total,Both Sexes,Oshu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,124746,120
Japan,2010,Total,Both Sexes,Ota,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,216465,120
Japan,2010,Total,Both Sexes,Otaru,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,131928,120
Japan,2010,Total,Both Sexes,Otsu,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,337634,120
Japan,2010,Total,Both Sexes,Oyama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,164454,120
Japan,2010,Total,Both Sexes,Saga,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,237506,120
Japan,2010,Total,Both Sexes,Sagamihara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,717544,120
Japan,2010,Total,Both Sexes,Saijo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,112091,120
Japan,2010,Total,Both Sexes,Saitama,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,1222434,120
Japan,2010,Total,Both Sexes,Sakado,City proper,Census - de jure - complete tabulation,"Final figure, complete",2012,101700,120
